house_id,sqft_living,bedrooms,bathrooms,year_built,neighborhood,garage_spaces,has_pool,price
HOUSE_00392,4234,2,1.5,2018,Suburb,1,Yes,765665.04
HOUSE_00393,781,1,2.5,2008,Northside,2,No,344783.49
HOUSE_00394,2260,2,3.5,2014,Downtown,2,No,772485.26
HOUSE_00395,1475,4,3.5,1994,WestEnd,1,No,412529.65
HOUSE_00396,3738,1,1.5,1973,Suburb,2,No,663282.2
HOUSE_00397,4176,5,1.5,2018,Downtown,2,No,1182361.19
HOUSE_00398,4285,5,2.5,1998,SouthHills,2,No,1043674.09
HOUSE_00399,977,2,3.0,2016,Northside,2,No,384891.46
HOUSE_00400,3587,4,3.5,1978,Downtown,1,No,982832.4
HOUSE_00401,2578,2,1.0,1962,Suburb,2,No,483061.02
HOUSE_00402,2971,3,2.0,1993,WestEnd,2,No,527584.12
HOUSE_00403,2307,5,1.5,2017,Downtown,1,No,775689.62
HOUSE_00404,3839,1,1.5,2008,WestEnd,0,No,573934.04
HOUSE_00405,4091,1,2.0,2000,SouthHills,2,No,952930.22
HOUSE_00406,1305,1,1.0,1981,Suburb,0,No,304784.17
HOUSE_00407,2766,5,1.5,1997,Suburb,2,Yes,599228.7
HOUSE_00408,1339,4,2.0,2015,Northside,3,No,456804.22
HOUSE_00409,4114,5,4.0,1986,Suburb,1,No,795348.34
HOUSE_00410,4365,5,1.5,1980,Downtown,0,Yes,1165327.8
HOUSE_00411,2489,1,3.0,2000,Downtown,1,Yes,773704.7
HOUSE_00412,2456,5,3.0,1990,Downtown,2,No,832310.25
HOUSE_00413,2066,1,1.5,1986,SouthHills,3,No,553528.53
HOUSE_00414,2844,4,4.0,1996,Suburb,1,No,627965.91
HOUSE_00415,3823,3,1.5,1961,Suburb,0,No,668689.19
HOUSE_00416,874,1,3.0,2013,Downtown,2,No,459885.77
HOUSE_00417,4109,2,4.0,2006,Northside,2,Yes,934765.04
HOUSE_00418,4465,3,1.5,1968,Northside,1,No,878070.82
HOUSE_00419,2076,4,4.0,1978,Suburb,2,No,545550.79
HOUSE_00420,4162,3,1.0,2001,Suburb,1,No,698835.65
HOUSE_00421,3886,1,1.0,1995,WestEnd,2,Yes,620341.23
HOUSE_00422,1047,4,2.5,1969,Suburb,1,No,351686.28
HOUSE_00423,700,2,1.0,2018,Downtown,1,No,403457.8
HOUSE_00424,762,1,3.5,1999,SouthHills,2,No,408241.35
HOUSE_00425,2483,1,4.0,2013,Suburb,1,No,514380.35
HOUSE_00426,925,4,3.5,2004,Suburb,1,Yes,348784.12
HOUSE_00427,3170,4,3.5,1998,Downtown,3,No,989262.21
HOUSE_00428,1742,3,1.5,1966,WestEnd,2,Yes,389758.93
HOUSE_00429,2778,2,1.5,1963,Suburb,1,No,532304.23
HOUSE_00430,1544,3,2.0,1974,Northside,2,No,433657.54
HOUSE_00431,3380,3,4.0,1971,Northside,2,No,789463.29
HOUSE_00432,723,1,3.5,2007,Northside,2,Yes,324394.69
HOUSE_00433,3584,4,3.5,1965,SouthHills,1,No,894514.11
HOUSE_00434,3730,1,1.0,2019,SouthHills,2,No,878859.99
HOUSE_00435,1934,2,3.0,1968,Suburb,2,No,423880.21
HOUSE_00436,2684,3,4.0,1994,Suburb,2,Yes,594557.5
HOUSE_00437,860,2,3.0,1967,Suburb,1,No,281147.39
HOUSE_00438,1978,4,4.0,1966,SouthHills,2,No,658085.86
HOUSE_00439,2294,4,4.0,1963,Suburb,0,No,495452.41
HOUSE_00440,2861,5,2.5,2017,Downtown,2,No,920674.89
HOUSE_00441,3251,2,2.0,1972,WestEnd,3,No,542289.79
HOUSE_00442,2652,1,3.0,1978,Northside,1,Yes,650350.78
HOUSE_00443,2395,2,2.5,2021,Northside,1,No,582871.95
HOUSE_00444,1654,3,1.0,1966,Downtown,2,No,565494.11
HOUSE_00445,3991,4,2.0,1969,Suburb,2,No,731872.07
HOUSE_00446,1056,4,2.0,1984,SouthHills,1,No,432244.73
HOUSE_00447,2916,2,3.5,2003,Suburb,2,No,615907.62
HOUSE_00448,4295,2,4.0,2017,Suburb,2,No,819207.04
HOUSE_00449,1668,2,4.0,1994,Northside,2,No,502170.62
HOUSE_00450,941,3,1.5,2022,Northside,2,No,381190.17
HOUSE_00451,4146,3,4.0,2017,SouthHills,1,No,1015729.48
HOUSE_00452,838,1,4.0,1984,Northside,3,No,384500.43
HOUSE_00453,2844,2,4.0,1988,Suburb,1,No,587642.82
HOUSE_00454,846,1,3.5,2015,Downtown,1,No,445565.07
HOUSE_00455,3953,5,1.0,1971,SouthHills,1,Yes,969588.78
HOUSE_00456,1780,3,4.0,2010,Downtown,2,No,715151.4
HOUSE_00457,1765,4,3.5,2006,Suburb,2,No,501041.98
HOUSE_00458,3613,5,2.0,1999,SouthHills,0,No,907554.68
HOUSE_00459,4482,4,3.5,1971,Downtown,2,No,1229763.39
HOUSE_00460,1242,5,4.0,2011,SouthHills,2,Yes,638512.4
HOUSE_00461,1391,1,2.5,1965,Suburb,2,Yes,353066.62
HOUSE_00462,1725,1,3.5,2019,SouthHills,2,No,596083.8
HOUSE_00463,4059,3,3.0,1969,Suburb,1,Yes,739197.33
HOUSE_00464,1861,4,1.0,1961,SouthHills,1,No,528457.89
HOUSE_00465,2340,5,1.0,2015,SouthHills,2,No,692412.61
HOUSE_00466,4283,2,2.0,2004,Northside,1,No,850353.45
HOUSE_00467,3651,2,3.5,1984,Suburb,1,No,664744.82
HOUSE_00468,1429,3,2.0,1966,WestEnd,2,No,332163.71
HOUSE_00469,3993,4,2.0,1999,SouthHills,2,No,972151.52
HOUSE_00470,3078,2,2.5,1982,Downtown,2,No,864312.55
HOUSE_00471,3364,3,1.5,2007,Northside,1,Yes,737958.91
HOUSE_00472,1103,3,2.0,1970,Northside,1,No,395714.69
HOUSE_00473,3255,4,1.5,2017,SouthHills,2,No,826146.39
HOUSE_00474,2639,2,1.5,1995,WestEnd,0,No,444897.77
HOUSE_00475,1850,2,1.0,2008,Northside,1,Yes,515122.61
HOUSE_00476,4036,2,3.0,2007,Suburb,1,No,746584.85
HOUSE_00477,2435,1,3.0,2010,SouthHills,2,Yes,716581.87
HOUSE_00478,1738,2,3.5,1982,SouthHills,1,No,546674.45
HOUSE_00479,2973,5,2.5,2018,WestEnd,1,Yes,583799.43
HOUSE_00480,3731,1,2.5,2002,Suburb,0,No,633689.73
HOUSE_00481,3612,1,3.0,1966,Suburb,0,Yes,649113.58
HOUSE_00482,3876,1,3.5,1986,WestEnd,1,No,617339.18
HOUSE_00483,1444,1,4.0,1972,Downtown,1,No,549557.34
HOUSE_00484,3240,3,3.0,2010,Suburb,2,No,639035.82
HOUSE_00485,1018,5,3.5,1976,Downtown,1,No,512002.14
HOUSE_00486,1942,4,3.5,1991,Downtown,1,No,735665.36
HOUSE_00487,4048,2,3.5,1985,SouthHills,1,No,982560.85
HOUSE_00488,1472,1,3.5,2016,SouthHills,1,No,529593.78
HOUSE_00489,2616,4,1.0,2019,Northside,0,No,618125.55
HOUSE_00490,4112,3,1.0,1981,SouthHills,0,No,917041.53
HOUSE_00491,3199,4,3.0,1972,Suburb,1,Yes,643830.66
HOUSE_00492,4140,1,3.5,2020,Suburb,3,No,759507.13
HOUSE_00493,1643,5,2.0,1971,Downtown,1,No,645724.4
HOUSE_00494,3595,4,3.5,1966,Suburb,3,Yes,768727.33
HOUSE_00495,3764,1,2.0,1960,SouthHills,1,No,839124.44
HOUSE_00496,2714,1,1.0,1992,SouthHills,1,No,653767.76
HOUSE_00497,4245,2,3.5,2011,SouthHills,2,No,1042931.79
HOUSE_00498,1913,2,1.5,2014,WestEnd,0,No,371279.4
HOUSE_00499,3631,5,3.0,1973,Suburb,1,No,707790.62
HOUSE_00500,1118,2,3.5,2018,Northside,3,No,440595.61
HOUSE_00501,4481,5,2.5,2006,Suburb,1,No,807091.95
HOUSE_00502,1564,3,2.0,2002,Suburb,0,Yes,401747.78
HOUSE_00503,1488,3,4.0,2015,WestEnd,0,No,372291.01
HOUSE_00504,2571,2,4.0,2017,Suburb,3,Yes,562106.19
HOUSE_00505,1194,3,3.5,2000,Downtown,2,No,570199.24
HOUSE_00506,1762,4,1.5,1976,SouthHills,1,No,587656.19
HOUSE_00507,2909,4,2.0,1963,SouthHills,1,No,743221.36
HOUSE_00508,2725,4,1.5,2011,WestEnd,2,No,511446.27
HOUSE_00509,2868,3,4.0,2010,SouthHills,1,No,789271.25
HOUSE_00510,3146,4,3.0,1998,Downtown,1,No,920325.81
HOUSE_00511,4033,5,4.0,1960,WestEnd,2,Yes,715745.35
HOUSE_00512,2685,1,3.0,2000,Northside,1,No,630526.28
HOUSE_00513,1427,2,3.0,2004,SouthHills,2,No,515517.44
HOUSE_00514,1260,5,1.0,1983,Suburb,2,No,360821.61
HOUSE_00515,3351,4,4.0,1993,Downtown,2,No,1030416.72
HOUSE_00516,1852,1,4.0,1993,Downtown,1,No,651493.75
HOUSE_00517,1239,2,1.5,1983,SouthHills,1,No,426226.93
HOUSE_00518,3103,5,3.5,2018,Northside,1,No,791887.3
HOUSE_00519,1359,2,2.5,2021,Suburb,1,No,392285.42
HOUSE_00520,3179,3,2.5,1974,Northside,1,No,729889.32
HOUSE_00521,2563,4,3.0,1976,Northside,1,No,614871.03
HOUSE_00522,3836,5,2.5,1972,SouthHills,0,No,950480.6
HOUSE_00523,3989,5,2.0,1966,Suburb,1,No,759661.81
HOUSE_00524,3310,1,1.5,1968,SouthHills,1,No,726112.19
HOUSE_00525,2150,1,1.5,2003,SouthHills,2,No,589013.3
HOUSE_00526,1516,1,1.5,2022,Downtown,2,No,539357.19
HOUSE_00527,2644,2,2.0,1994,SouthHills,1,No,686011.97
HOUSE_00528,3845,4,3.5,1982,WestEnd,2,No,686450.61
HOUSE_00529,4231,2,1.0,2013,Suburb,2,No,709074.76
HOUSE_00530,4196,4,2.0,2006,Downtown,1,No,1127825.78
HOUSE_00531,3458,5,1.5,1998,Suburb,0,No,643550.92
HOUSE_00532,1915,2,1.5,1982,Downtown,1,No,624737.55
HOUSE_00533,3960,2,4.0,1985,WestEnd,1,No,661141.82
HOUSE_00534,711,2,1.5,1960,SouthHills,0,Yes,327835.56
HOUSE_00535,2986,3,3.5,1973,Downtown,3,No,904829.89
HOUSE_00536,2595,4,2.5,1991,Downtown,1,No,860962.59
HOUSE_00537,4364,4,1.0,2010,Downtown,2,No,1152981.99
HOUSE_00538,3200,2,2.0,2007,WestEnd,1,No,512915.82
HOUSE_00539,3130,3,1.5,1969,Suburb,0,No,553221.64
HOUSE_00540,3529,2,4.0,1960,WestEnd,0,No,588878.08
HOUSE_00541,747,4,4.0,1964,Downtown,2,No,477671.53
HOUSE_00542,3064,5,3.0,1962,Downtown,1,Yes,943817.85
HOUSE_00543,2956,3,1.0,2008,SouthHills,1,No,761296.66
HOUSE_00544,2270,3,4.0,2009,WestEnd,3,No,511958.37
HOUSE_00545,3890,2,3.0,2017,WestEnd,1,Yes,652803.27
HOUSE_00546,1276,5,1.0,2012,Northside,0,No,438679.39
HOUSE_00547,3062,4,1.5,1986,Suburb,1,Yes,603454.92
HOUSE_00548,1453,1,1.0,2010,Northside,2,No,434645.74
HOUSE_00549,1759,4,1.0,2013,Northside,1,Yes,526411.82
HOUSE_00550,4234,4,1.5,2016,Suburb,0,Yes,780195.27
HOUSE_00551,3662,5,3.5,1981,SouthHills,1,No,943298.54
HOUSE_00552,3502,3,4.0,1977,SouthHills,0,No,868769.27
HOUSE_00553,1253,4,3.0,1975,Suburb,2,Yes,368447.03
HOUSE_00554,4352,3,3.5,1961,Suburb,2,No,782046.38
HOUSE_00555,1102,5,3.0,2006,WestEnd,0,No,333249.08
HOUSE_00556,1830,5,2.5,1972,WestEnd,1,No,374450.17
HOUSE_00557,2786,2,4.0,2004,WestEnd,1,No,536754.91
HOUSE_00558,3328,1,3.0,1975,WestEnd,2,No,551670.31
HOUSE_00559,2927,5,3.0,1967,Downtown,1,No,918256.82
HOUSE_00560,2759,5,1.0,2002,Downtown,1,No,819658.11
HOUSE_00561,4110,3,2.5,1967,SouthHills,3,No,1009630.57
HOUSE_00562,3690,5,1.5,2013,Downtown,0,No,1011257.44
HOUSE_00563,4487,4,1.5,1969,Downtown,3,Yes,1208246.87
HOUSE_00564,1247,2,2.0,2014,WestEnd,0,No,302724.07
HOUSE_00565,1849,2,2.5,1992,WestEnd,1,Yes,400331.09
HOUSE_00566,762,4,1.0,1990,Suburb,1,No,284474.42
HOUSE_00567,1543,5,2.0,1971,WestEnd,0,No,319400.13
HOUSE_00568,3853,1,2.0,1968,Suburb,0,No,641990.02
HOUSE_00569,1708,5,1.5,1996,Suburb,1,No,429966.41
HOUSE_00570,2542,2,3.0,1968,Downtown,3,No,756475.34
HOUSE_00571,2731,1,1.0,2007,WestEnd,1,Yes,485728.47
HOUSE_00572,2022,3,2.5,1977,Downtown,2,No,670407.64
HOUSE_00573,2781,3,2.0,1989,WestEnd,2,No,520875.93
HOUSE_00574,1451,5,1.0,1991,Downtown,2,Yes,621243.13
HOUSE_00575,4380,5,1.5,1999,Downtown,2,No,1168042.93
HOUSE_00576,748,1,2.0,1982,Downtown,1,No,385892.46
HOUSE_00577,1357,1,2.0,1970,SouthHills,0,No,442388.61
HOUSE_00578,2360,5,3.5,2021,Downtown,1,Yes,872753.12
HOUSE_00579,1400,2,1.5,1979,Northside,1,No,417997.95
HOUSE_00580,1780,3,3.5,1978,Northside,0,No,495349.72
HOUSE_00581,2856,1,1.5,1995,Northside,0,No,613895.79
HOUSE_00582,2240,2,1.5,2011,Suburb,3,No,482730.41
HOUSE_00583,3732,5,3.5,1985,Downtown,3,No,1147238.05
HOUSE_00584,2771,4,4.0,1969,Northside,0,No,693075.53
HOUSE_00585,2968,1,1.0,1983,Suburb,1,No,534785.21
HOUSE_00586,2683,4,1.0,1972,Northside,0,No,550172.32
HOUSE_00587,1014,2,4.0,2020,WestEnd,1,No,325944.7
HOUSE_00588,3041,3,1.0,2011,SouthHills,1,No,738071.21
HOUSE_00589,3781,2,3.0,2005,Downtown,3,No,1067334.55
HOUSE_00590,2400,3,2.0,2012,SouthHills,0,No,681744.99
HOUSE_00591,3767,2,1.0,1993,SouthHills,1,No,869751.95
HOUSE_00592,4252,1,3.0,1988,WestEnd,0,No,665094.82
HOUSE_00593,4498,1,2.0,1995,WestEnd,3,Yes,710022.58
HOUSE_00594,1717,4,1.0,1966,WestEnd,3,No,346030.19
HOUSE_00595,1337,2,1.5,2010,Suburb,2,No,343484.95
HOUSE_00596,3014,2,4.0,1989,Northside,1,No,696370.74
HOUSE_00597,2835,4,2.5,2021,Downtown,1,No,880906.91
HOUSE_00598,3202,5,1.0,1976,WestEnd,1,No,569632.3
HOUSE_00599,2349,2,2.5,2007,Downtown,1,No,747254.4
HOUSE_00600,4304,2,1.0,1972,Downtown,2,No,1107539.05
HOUSE_00601,3919,2,1.5,2015,Downtown,1,No,1001400.83
HOUSE_00602,3504,5,4.0,1983,WestEnd,1,No,657652.42
HOUSE_00603,3178,1,4.0,2013,WestEnd,2,No,585613.41
HOUSE_00604,2475,4,2.5,2014,Northside,1,No,630951.88
HOUSE_00605,2666,5,3.0,1990,WestEnd,2,Yes,537106.61
HOUSE_00606,3658,3,1.5,2017,WestEnd,1,Yes,611648.37
HOUSE_00607,2663,3,2.5,1986,Downtown,0,No,773203.99
HOUSE_00608,2467,5,2.5,2009,Northside,1,No,676360.02
HOUSE_00609,941,5,3.5,1980,SouthHills,3,Yes,549583.51
HOUSE_00610,1401,1,3.5,2003,WestEnd,1,No,351025.81
HOUSE_00611,3649,3,1.5,2014,WestEnd,1,No,600709.13
HOUSE_00612,1440,4,1.5,2022,SouthHills,0,No,499131.67
HOUSE_00613,2813,2,1.5,2016,Downtown,2,No,826220.04
HOUSE_00614,3719,2,2.0,1960,Northside,2,No,765970.38
HOUSE_00615,3125,1,3.0,1974,Downtown,1,Yes,889371.47
HOUSE_00616,3135,1,1.0,1962,Suburb,1,Yes,568905.4
HOUSE_00617,2514,3,3.5,1965,WestEnd,3,No,478455.1
HOUSE_00618,1480,4,4.0,1973,Suburb,2,No,439621.17
HOUSE_00619,2956,4,4.0,2014,WestEnd,2,No,580119.6
HOUSE_00620,4186,5,2.5,1997,Suburb,1,No,767599.91
HOUSE_00621,715,1,3.5,1992,SouthHills,1,Yes,409156.29
HOUSE_00622,4068,2,1.0,2011,WestEnd,2,No,668980.29
HOUSE_00623,1685,2,1.5,1997,WestEnd,1,No,368445.25
HOUSE_00624,3991,3,4.0,1967,Suburb,1,No,735190.93
HOUSE_00625,1066,2,3.5,1985,Northside,0,No,387873.15
HOUSE_00626,3527,4,3.0,1974,Suburb,1,Yes,716071.96
HOUSE_00627,1952,4,3.0,1973,WestEnd,2,Yes,451608.09
HOUSE_00628,4402,1,2.0,2007,WestEnd,3,Yes,709981.09
HOUSE_00629,3187,3,3.5,1979,Northside,0,No,721935.67
HOUSE_00630,1389,2,1.5,2014,Downtown,2,No,584870.42
HOUSE_00631,4303,1,2.5,2007,Northside,2,No,879043.71
HOUSE_00632,4221,5,2.0,2018,Downtown,2,No,1151702.42
HOUSE_00633,1759,5,1.5,1978,WestEnd,2,No,375787.72
HOUSE_00634,1546,2,2.0,2015,SouthHills,3,No,534343.55
HOUSE_00635,1121,2,3.5,1992,SouthHills,3,No,463731.09
HOUSE_00636,2343,2,1.0,1995,Suburb,1,No,460758.68
HOUSE_00637,1912,4,4.0,1983,Northside,2,No,615551.79
HOUSE_00638,3949,2,3.5,1969,Northside,1,Yes,842590.21
HOUSE_00639,1307,5,1.5,2011,SouthHills,1,Yes,518528.9
HOUSE_00640,2038,2,2.5,2009,Downtown,1,No,670811.59
HOUSE_00641,719,3,2.5,1993,Northside,0,No,319504.92
HOUSE_00642,1375,5,1.5,1995,Downtown,2,No,568801.11
HOUSE_00643,1081,3,2.0,2006,Downtown,1,No,469585.43
HOUSE_00644,1308,5,3.0,2020,Downtown,2,No,657380.52
HOUSE_00645,2890,1,1.5,1995,Downtown,2,No,808553.75
HOUSE_00646,761,5,4.0,1975,Suburb,2,Yes,369448.68
HOUSE_00647,1965,5,3.5,1974,Suburb,1,No,472347.72
HOUSE_00648,2985,3,2.5,1977,SouthHills,1,No,757436.05
HOUSE_00649,1854,3,1.0,1966,Suburb,1,No,376513.35
HOUSE_00650,2328,5,2.5,2006,Northside,1,No,612081.32
HOUSE_00651,2326,5,3.0,1981,Suburb,2,No,583587.34
HOUSE_00652,4416,4,2.5,1991,Northside,2,No,936813.38
HOUSE_00653,1846,1,3.0,2002,Northside,0,No,466759.71
HOUSE_00654,2163,1,4.0,1978,Downtown,2,No,727379.64
HOUSE_00655,1626,2,1.5,1999,SouthHills,0,No,467184.22
HOUSE_00656,3089,5,2.5,2015,Downtown,1,No,940442.75
HOUSE_00657,2142,5,2.0,1960,Downtown,2,Yes,728056.91
HOUSE_00658,2353,5,3.5,1994,Suburb,0,No,565782.24
HOUSE_00659,3202,5,2.0,1964,Suburb,2,Yes,655934.87
HOUSE_00660,3969,1,3.5,2009,Northside,2,No,831338.24
HOUSE_00661,981,3,2.5,1971,Suburb,2,No,336438.83
HOUSE_00662,1585,4,4.0,1971,Suburb,1,No,417571.01
HOUSE_00663,1724,3,2.5,1980,WestEnd,1,Yes,376091.18
HOUSE_00664,1422,3,3.5,2018,Northside,1,No,471765.14
HOUSE_00665,2498,1,4.0,2017,Northside,3,No,626586.68
HOUSE_00666,4103,4,1.0,1978,WestEnd,0,No,620144.92
HOUSE_00667,1935,5,4.0,2022,Northside,1,No,600223.16
HOUSE_00668,786,1,2.5,1968,SouthHills,2,No,351858.26
HOUSE_00669,1364,1,1.0,2002,SouthHills,2,Yes,446106.58
HOUSE_00670,1561,4,1.0,2008,WestEnd,2,No,358161.06
HOUSE_00671,2422,2,3.5,2007,Suburb,3,No,560103.01
HOUSE_00672,2808,1,1.0,1995,SouthHills,1,No,685478.85
HOUSE_00673,3544,3,1.0,2001,WestEnd,1,No,563655.52
HOUSE_00674,2842,3,1.5,2013,SouthHills,0,No,720825.89
HOUSE_00675,1485,5,4.0,2006,Downtown,1,No,664599.24
HOUSE_00676,2276,1,2.0,2016,WestEnd,2,Yes,425993.48
HOUSE_00677,3918,5,1.0,2010,Northside,1,No,826849.15
HOUSE_00678,4017,1,2.0,1991,SouthHills,2,No,935432.11
HOUSE_00679,2367,4,1.0,2022,Northside,0,No,589236.07
HOUSE_00680,3708,1,2.0,1994,WestEnd,1,Yes,609316.06
HOUSE_00681,3044,2,2.5,1990,SouthHills,2,Yes,764798.12
HOUSE_00682,3894,3,2.5,2019,Northside,1,No,823758.77
HOUSE_00683,4426,4,2.0,2012,Suburb,2,No,815574.7
HOUSE_00684,1393,3,4.0,2014,Suburb,3,No,470692.07
HOUSE_00685,4475,5,1.0,1991,Downtown,2,Yes,1212137.92
HOUSE_00686,4227,4,1.5,2021,WestEnd,1,No,685363.71
HOUSE_00687,3146,2,4.0,1996,Northside,3,No,750847.27
HOUSE_00688,4490,3,2.0,1991,Downtown,0,No,1109222.53
HOUSE_00689,3693,1,4.0,2002,WestEnd,2,No,632801.68
HOUSE_00690,1954,1,3.0,2015,Suburb,0,No,405872.74
HOUSE_00691,1233,1,1.5,1996,Northside,1,Yes,386347.65
HOUSE_00692,1101,4,3.0,1998,SouthHills,3,No,513027.9
HOUSE_00693,4363,2,2.0,1997,Suburb,1,No,752641.37
HOUSE_00694,829,2,1.0,1989,SouthHills,2,Yes,363578.67
HOUSE_00695,3039,2,4.0,2017,SouthHills,1,No,807187.52
HOUSE_00696,975,3,4.0,1991,Northside,2,No,431497.25
HOUSE_00697,3659,4,3.0,2004,Northside,3,Yes,876097.44
HOUSE_00698,2558,1,4.0,1961,SouthHills,1,No,669380.47
HOUSE_00699,4147,3,2.0,2010,Downtown,2,Yes,1128131.6
HOUSE_00700,3673,2,1.5,1970,SouthHills,2,No,868475.58
HOUSE_00701,754,1,1.0,2018,SouthHills,3,No,357568.53
HOUSE_00702,4349,4,3.0,1979,Northside,1,No,893042.35
HOUSE_00703,3486,5,4.0,1996,WestEnd,2,No,646888.28
HOUSE_00704,3797,2,2.0,1968,Suburb,1,Yes,671941.06
HOUSE_00705,4212,2,1.0,1997,Northside,1,Yes,858122.83
HOUSE_00706,1464,2,1.0,2008,Downtown,0,Yes,560109.14
HOUSE_00707,1920,2,2.5,1978,Suburb,2,No,419254.89
HOUSE_00708,1341,1,1.0,2014,Northside,2,No,391943.14
HOUSE_00709,4014,4,2.0,1999,Northside,1,No,853307.72
HOUSE_00710,2547,3,1.5,1966,WestEnd,2,No,419191.59
HOUSE_00711,1423,1,3.5,1964,Downtown,2,No,561295.1
HOUSE_00712,1913,4,2.5,2006,Downtown,1,No,727729.06
HOUSE_00713,1501,3,2.0,2001,Northside,3,No,477288.65
HOUSE_00714,1437,2,2.0,1983,WestEnd,1,No,342951.16
HOUSE_00715,1457,4,2.0,2007,Northside,0,Yes,453145.9
HOUSE_00716,2291,2,3.0,2000,SouthHills,0,No,625487.24
HOUSE_00717,3314,4,4.0,1966,SouthHills,2,No,889982.38
HOUSE_00718,1999,5,3.0,1970,WestEnd,3,No,440114.76
HOUSE_00719,2541,2,1.5,1968,Northside,1,No,563599.76
HOUSE_00720,4180,2,2.0,2008,WestEnd,0,No,663380.74
HOUSE_00721,1039,2,4.0,1989,Northside,1,Yes,409760.83
HOUSE_00722,852,1,3.0,2000,Northside,2,No,368963.35
HOUSE_00723,2288,3,3.0,1962,SouthHills,2,No,628280.71
HOUSE_00724,2121,2,3.0,1981,Suburb,3,Yes,501280.23
HOUSE_00725,2167,2,1.5,1999,Downtown,2,No,678087.22
HOUSE_00726,4394,1,1.5,2010,Downtown,2,No,1088138.76
HOUSE_00727,3751,1,2.0,1979,WestEnd,1,No,569407.36
HOUSE_00728,1126,5,2.5,1991,Downtown,1,No,571326.61
HOUSE_00729,3750,4,2.0,2007,SouthHills,2,No,962943.77
HOUSE_00730,4258,2,3.0,1966,Suburb,1,No,755024.62
HOUSE_00731,2951,4,3.5,2019,Northside,1,No,749845.82
HOUSE_00732,1835,1,4.0,1966,Northside,1,No,480423.33
HOUSE_00733,3072,1,3.0,1979,SouthHills,1,No,736213.87
HOUSE_00734,4029,5,1.0,1984,Downtown,2,Yes,1105547.18
HOUSE_00735,1649,3,3.5,2004,Northside,2,Yes,534683.68
HOUSE_00736,4299,1,3.5,1994,Downtown,0,Yes,1121432.73
HOUSE_00737,3698,2,4.0,2003,SouthHills,2,No,951031.5
HOUSE_00738,2073,5,2.0,1983,Northside,1,No,565409.2
HOUSE_00739,2730,3,3.0,1999,WestEnd,2,No,515933.09
HOUSE_00740,3686,5,3.0,1972,Suburb,1,No,709534.6
HOUSE_00741,1656,1,2.5,2011,Downtown,2,Yes,651584.6
HOUSE_00742,2401,3,1.0,2007,Downtown,2,Yes,751843.19
HOUSE_00743,3641,4,2.0,1998,Downtown,2,Yes,1075050.12
HOUSE_00744,3182,3,1.5,1963,Downtown,2,No,838368.7
HOUSE_00745,4197,2,2.0,2020,SouthHills,2,Yes,1010538.88
HOUSE_00746,2003,4,3.5,1971,SouthHills,0,No,647090.56
HOUSE_00747,1070,4,2.0,1976,SouthHills,2,No,457665.15
HOUSE_00748,4441,2,2.5,1960,SouthHills,1,No,983775.45
HOUSE_00749,3680,4,2.0,2021,Northside,1,No,827945.77
HOUSE_00750,2996,1,2.5,1976,SouthHills,1,No,741261.87
HOUSE_00751,3638,3,3.5,1961,Northside,3,Yes,852385.07
HOUSE_00752,2928,3,2.5,1965,WestEnd,1,No,505882.53
HOUSE_00753,1402,2,4.0,2003,SouthHills,1,Yes,573254.01
HOUSE_00754,3746,1,4.0,2017,WestEnd,3,Yes,659008.77
HOUSE_00755,2374,4,3.0,1970,SouthHills,2,No,689258.69
HOUSE_00756,2825,3,1.5,2012,WestEnd,0,No,523762.03
HOUSE_00757,3666,3,3.5,2002,Suburb,3,No,717979.51
HOUSE_00758,3632,3,2.5,1977,WestEnd,1,Yes,583059.8
HOUSE_00759,3083,3,1.0,1999,Northside,2,No,701256.91
HOUSE_00760,749,5,3.5,1984,Downtown,2,No,536707.44
HOUSE_00761,2832,2,1.0,1998,WestEnd,1,No,469614.49
HOUSE_00762,4466,4,1.5,1987,Downtown,2,No,1128136.8
HOUSE_00763,3442,4,2.5,2005,Suburb,1,No,670067.08
HOUSE_00764,2751,2,3.5,1975,Suburb,1,No,592709.42
HOUSE_00765,1692,1,3.5,2022,Northside,2,No,506214.06
HOUSE_00766,3064,2,1.5,2022,Northside,1,Yes,714504.44
HOUSE_00767,1834,3,3.0,1971,WestEnd,3,No,425653.62
HOUSE_00768,2057,3,1.0,2000,SouthHills,1,No,598708.28
HOUSE_00769,2574,2,3.5,2011,Suburb,0,No,571092.54
HOUSE_00770,1462,2,2.0,1988,Downtown,2,No,569194.18
HOUSE_00771,3904,4,1.0,1982,SouthHills,1,Yes,941747.09
HOUSE_00772,3359,4,2.5,1980,Suburb,0,No,616661.26
HOUSE_00773,1704,5,1.5,1975,WestEnd,1,Yes,405585.86
HOUSE_00774,3661,5,1.0,2012,Suburb,3,No,708580.86
HOUSE_00775,4455,3,2.0,2010,Northside,1,No,921172.15
HOUSE_00776,3546,5,4.0,2007,Downtown,1,Yes,1093184.33
HOUSE_00777,2866,5,2.0,2000,Downtown,1,No,874124.98
HOUSE_00778,1049,1,1.5,2004,Northside,0,No,323446.87
HOUSE_00779,3664,2,1.5,1985,SouthHills,0,Yes,846169.26
HOUSE_00780,1386,4,4.0,1996,Northside,2,No,502361.49
HOUSE_00781,1241,5,1.0,1981,Downtown,3,No,567499.4
HOUSE_00782,3826,4,2.5,2010,WestEnd,1,Yes,703876.49
