customer_id,age,gender,tenure_months,contract_type,payment_method,tech_support,paperless_billing,num_support_tickets,monthly_charges,total_charges,churn
CUST_00313,24,Male,58,Month-to-month,Mailed check,Yes,Yes,0,47.44,2757.63,No
CUST_00314,33,Female,12,Month-to-month,Electronic check,Yes,Yes,2,34.18,389.21,No
CUST_00315,43,Female,3,Month-to-month,Bank transfer,No,Yes,1,42.89,87.44,No
CUST_00316,65,Female,18,Month-to-month,Credit card,No,Yes,1,108.93,1907.8,Yes
CUST_00317,74,Male,40,Month-to-month,Mailed check,Yes,Yes,3,69.42,2741.02,Yes
CUST_00318,69,Male,21,Two year,Mailed check,No,No,2,54.66,1203.93,No
CUST_00319,66,Female,15,Month-to-month,Credit card,No,No,2,102.97,1511.5,Yes
CUST_00320,19,Male,26,Month-to-month,Bank transfer,Yes,Yes,4,57.52,1469.77,No
CUST_00321,18,Male,8,Month-to-month,Mailed check,No,Yes,3,51.83,391.81,Yes
CUST_00322,65,Male,42,One year,Mailed check,Yes,Yes,0,39.69,1683.93,No
CUST_00323,29,Male,44,Month-to-month,Mailed check,Yes,No,2,55.89,2481.97,No
CUST_00324,22,Male,14,Month-to-month,Bank transfer,No,Yes,1,50.09,549.03,No
CUST_00325,54,Male,2,Month-to-month,Bank transfer,No,Yes,1,84.34,219.76,No
CUST_00326,49,Male,37,Month-to-month,Credit card,Yes,Yes,1,47.51,1829.69,No
CUST_00327,72,Male,69,Month-to-month,Bank transfer,No,Yes,3,74.83,5110.76,No
CUST_00328,26,Male,38,Month-to-month,Bank transfer,No,Yes,0,26.26,949.27,No
CUST_00329,58,Male,41,Month-to-month,Electronic check,Yes,No,1,38.17,1542.46,No
CUST_00330,52,Female,62,Month-to-month,Credit card,Yes,Yes,4,58.7,3601.6,No
CUST_00331,36,Female,60,Month-to-month,Mailed check,No,No,1,109.01,6551.8,No
CUST_00332,65,Male,14,Two year,Bank transfer,Yes,Yes,2,55.84,684.43,No
CUST_00333,33,Female,2,One year,Mailed check,No,Yes,2,83.09,110.28,Yes
CUST_00334,20,Female,70,Month-to-month,Mailed check,No,No,1,44.23,3173.06,No
CUST_00335,37,Male,17,Month-to-month,Electronic check,No,Yes,1,32.07,498.78,No
CUST_00336,41,Male,28,Two year,Bank transfer,Yes,No,4,25.56,777.85,No
CUST_00337,71,Male,66,Month-to-month,Credit card,No,Yes,2,49.01,3252.43,No
CUST_00338,73,Female,35,Month-to-month,Bank transfer,No,Yes,2,34.98,1133.84,No
CUST_00339,50,Female,5,One year,Mailed check,Yes,No,2,36.53,214.42,Yes
CUST_00340,41,Male,65,Month-to-month,Credit card,Yes,Yes,3,92.27,5991.67,No
CUST_00341,69,Male,40,Month-to-month,Bank transfer,Yes,No,2,21.5,837.23,No
CUST_00342,28,Male,56,Month-to-month,Mailed check,No,Yes,1,72.99,4099.69,No
CUST_00343,66,Female,36,Two year,Mailed check,No,No,2,56.05,2041.53,Yes
CUST_00344,25,Female,45,Month-to-month,Electronic check,Yes,Yes,1,68.12,3100.78,No
CUST_00345,53,Female,23,One year,Electronic check,No,Yes,2,73.47,1748.72,No
CUST_00346,55,Female,47,Two year,Electronic check,Yes,No,2,49.77,2359.6,No
CUST_00347,57,Male,31,Month-to-month,Mailed check,No,No,2,48.04,1420.46,No
CUST_00348,37,Male,11,Month-to-month,Bank transfer,No,No,2,89.67,962.69,Yes
CUST_00349,52,Male,10,Month-to-month,Electronic check,No,No,2,102.77,1174.85,No
CUST_00350,65,Male,67,Month-to-month,Bank transfer,No,No,1,38.3,2602.32,No
CUST_00351,42,Female,14,Month-to-month,Electronic check,No,Yes,0,29.27,528.24,No
CUST_00352,52,Female,10,Two year,Credit card,No,Yes,2,105.29,1122.67,Yes
CUST_00353,42,Male,1,One year,Credit card,No,Yes,0,53.24,65.33,No
CUST_00354,46,Male,5,One year,Electronic check,No,Yes,0,72.38,376.97,Yes
CUST_00355,35,Female,20,Month-to-month,Mailed check,Yes,Yes,2,54.16,1081.37,No
CUST_00356,63,Male,8,Two year,Electronic check,Yes,Yes,1,31.95,168.71,Yes
CUST_00357,35,Female,43,Two year,Electronic check,Yes,Yes,0,75.99,3268.47,No
CUST_00358,19,Male,1,Two year,Mailed check,No,No,0,69.89,130.42,No
CUST_00359,71,Male,57,Month-to-month,Credit card,No,Yes,1,39.28,2208.98,No
CUST_00360,52,Male,64,One year,Bank transfer,No,Yes,1,62.93,4048.12,No
CUST_00361,33,Male,28,Month-to-month,Electronic check,Yes,Yes,3,95.71,2722.46,Yes
CUST_00362,58,Male,37,Month-to-month,Mailed check,No,No,2,76.09,2769.85,Yes
CUST_00363,53,Male,47,Month-to-month,Electronic check,No,No,1,29.21,1350.3,No
CUST_00364,50,Male,37,One year,Mailed check,No,No,1,72.06,2615.32,No
CUST_00365,21,Female,49,One year,Bank transfer,No,Yes,4,86.76,4210.13,No
CUST_00366,50,Female,44,Month-to-month,Bank transfer,No,Yes,2,95.31,4129.26,Yes
CUST_00367,31,Female,56,Month-to-month,Credit card,Yes,Yes,1,79.77,4422.1,No
CUST_00368,38,Female,28,Month-to-month,Mailed check,No,Yes,1,34.5,1036.97,No
CUST_00369,65,Female,6,Month-to-month,Mailed check,Yes,Yes,1,87.47,479.05,Yes
CUST_00370,37,Male,61,Month-to-month,Credit card,No,Yes,0,84.35,5151.67,No
CUST_00371,73,Male,20,Month-to-month,Credit card,No,Yes,3,22.32,421.26,No
CUST_00372,25,Female,2,One year,Mailed check,No,No,2,59.12,177.18,Yes
CUST_00373,24,Male,37,Month-to-month,Credit card,Yes,No,0,51.63,1975.87,No
CUST_00374,20,Female,20,Month-to-month,Bank transfer,No,Yes,5,83.59,1715.0,Yes
CUST_00375,34,Female,26,Month-to-month,Electronic check,No,Yes,0,40.53,1069.09,No
CUST_00376,50,Male,29,Two year,Bank transfer,Yes,Yes,1,76.13,2196.22,No
CUST_00377,65,Male,1,One year,Credit card,No,Yes,3,106.75,,Yes
CUST_00378,29,Male,35,One year,Mailed check,No,No,1,95.79,3449.83,No
CUST_00379,68,Female,70,Month-to-month,Mailed check,No,Yes,2,107.54,7489.82,No
CUST_00380,39,Male,59,One year,Bank transfer,No,No,2,112.96,6697.82,No
CUST_00381,72,Female,69,Month-to-month,Mailed check,Yes,Yes,1,21.01,1502.67,No
CUST_00382,39,Female,33,One year,Credit card,No,No,3,79.16,,Yes
CUST_00383,63,Female,51,Two year,Bank transfer,Yes,Yes,1,59.22,3072.12,No
CUST_00384,47,Male,12,One year,Mailed check,No,No,2,101.69,1258.49,No
CUST_00385,55,Male,20,Two year,Electronic check,No,Yes,2,43.92,964.8,No
CUST_00386,55,Female,53,One year,Electronic check,No,No,2,113.2,5976.13,No
CUST_00387,62,Male,43,Month-to-month,Credit card,Yes,Yes,0,78.3,3302.61,Yes
CUST_00388,68,Male,50,Two year,Mailed check,No,Yes,1,95.39,4744.23,No
CUST_00389,71,Male,29,Month-to-month,Credit card,No,No,4,28.13,826.21,Yes
CUST_00390,25,Female,57,Month-to-month,Bank transfer,No,No,0,37.43,2136.42,No
CUST_00391,44,Female,39,Month-to-month,Electronic check,No,No,1,92.05,3570.28,No
CUST_00392,44,Male,56,Month-to-month,Bank transfer,No,No,0,22.09,1141.58,No
CUST_00393,51,Female,43,Month-to-month,Mailed check,No,No,2,97.6,4220.32,No
CUST_00394,38,Male,50,Month-to-month,Credit card,No,Yes,4,21.33,1165.12,No
CUST_00395,47,Male,23,Month-to-month,Credit card,Yes,Yes,3,82.43,1919.1,No
CUST_00396,50,Male,44,One year,Credit card,Yes,Yes,0,54.68,2436.38,No
CUST_00397,45,Male,38,Month-to-month,Bank transfer,No,No,1,78.09,2996.04,No
CUST_00398,64,Female,23,Month-to-month,Electronic check,No,Yes,0,86.12,2000.61,Yes
CUST_00399,50,Female,45,One year,Bank transfer,No,Yes,1,52.54,2410.88,No
CUST_00400,22,Female,52,Month-to-month,Bank transfer,No,Yes,3,30.26,1593.29,No
CUST_00401,65,Male,50,One year,Mailed check,Yes,No,0,26.62,1315.37,No
CUST_00402,36,Male,8,One year,Mailed check,No,Yes,3,75.95,567.8,No
CUST_00403,21,Male,1,Two year,Mailed check,Yes,Yes,2,69.46,69.46,No
CUST_00404,52,Female,8,One year,Electronic check,Yes,Yes,2,90.51,739.79,Yes
CUST_00405,66,Male,29,Month-to-month,Electronic check,No,Yes,1,68.42,1968.38,No
CUST_00406,34,Female,5,One year,Mailed check,Yes,Yes,2,60.13,316.37,No
CUST_00407,61,Female,47,Month-to-month,Mailed check,No,No,1,57.82,2739.5,No
CUST_00408,45,Female,34,Month-to-month,Electronic check,Yes,No,1,22.51,807.0,No
CUST_00409,47,Female,65,One year,Credit card,No,No,6,51.88,3436.34,No
CUST_00410,46,Female,55,Month-to-month,Electronic check,No,Yes,2,112.72,6203.5,No
CUST_00411,63,Female,43,One year,Electronic check,Yes,No,1,102.99,4363.18,No
CUST_00412,70,Male,30,Two year,Electronic check,No,Yes,2,51.29,1521.44,Yes
CUST_00413,23,Male,17,Two year,Mailed check,No,Yes,0,75.84,1291.48,No
CUST_00414,52,Female,26,Two year,Credit card,No,No,0,100.49,2520.95,Yes
CUST_00415,58,Female,8,Month-to-month,Electronic check,Yes,Yes,2,61.92,564.79,No
CUST_00416,54,Male,47,Month-to-month,Mailed check,No,Yes,2,21.71,1027.49,No
CUST_00417,41,Female,46,One year,Bank transfer,No,No,1,27.08,1264.75,No
CUST_00418,46,Female,68,Month-to-month,Bank transfer,No,Yes,0,68.49,4725.6,No
CUST_00419,66,Male,33,One year,Electronic check,No,No,1,112.1,3667.79,No
CUST_00420,63,Female,1,One year,Bank transfer,No,Yes,1,85.85,114.55,No
CUST_00421,70,Female,19,One year,Credit card,No,No,0,26.74,502.57,No
CUST_00422,48,Female,31,Month-to-month,Bank transfer,No,Yes,1,37.99,1168.49,Yes
CUST_00423,52,Male,14,Month-to-month,Bank transfer,No,Yes,0,93.28,1267.31,No
CUST_00424,50,Male,53,Month-to-month,Credit card,No,No,1,99.94,5380.1,Yes
CUST_00425,69,Male,48,Month-to-month,Electronic check,No,Yes,0,78.68,3757.86,No
CUST_00426,38,Female,69,Two year,Electronic check,No,Yes,5,81.22,5639.15,No
CUST_00427,49,Female,62,Month-to-month,Credit card,No,Yes,4,22.69,1313.03,No
CUST_00428,40,Male,66,Month-to-month,Credit card,Yes,Yes,3,98.71,6573.86,No
CUST_00429,50,Female,64,Month-to-month,Credit card,No,Yes,1,94.89,6125.57,No
CUST_00430,20,Female,70,One year,Bank transfer,No,Yes,1,44.61,3127.57,No
CUST_00431,35,Female,63,One year,Credit card,No,No,0,87.32,5489.81,No
CUST_00432,42,Female,33,Month-to-month,Mailed check,No,Yes,1,40.41,1353.53,Yes
CUST_00433,59,Female,41,Month-to-month,Bank transfer,No,Yes,3,23.83,1091.47,No
CUST_00434,48,Male,48,Month-to-month,Electronic check,No,Yes,2,39.11,1789.12,No
CUST_00435,71,Female,13,Month-to-month,Electronic check,Yes,Yes,0,36.97,519.71,No
CUST_00436,20,Male,31,One year,Electronic check,No,No,1,52.09,1569.21,No
CUST_00437,57,Female,68,One year,Bank transfer,No,Yes,3,59.75,4062.0,No
CUST_00438,63,Male,4,Month-to-month,Mailed check,No,No,2,68.31,260.85,No
CUST_00439,41,Female,19,Month-to-month,Credit card,Yes,Yes,1,65.29,1219.09,No
CUST_00440,67,Male,70,Two year,Credit card,No,No,2,45.71,3199.18,No
CUST_00441,49,Female,13,Month-to-month,Electronic check,Yes,Yes,1,22.77,239.3,No
CUST_00442,64,Male,23,One year,Electronic check,Yes,No,2,77.48,1833.5,No
CUST_00443,39,Female,1,Month-to-month,Bank transfer,Yes,Yes,2,57.6,57.6,No
CUST_00444,40,Male,54,Month-to-month,Mailed check,Yes,Yes,0,48.37,2638.97,No
CUST_00445,19,Female,71,Month-to-month,Credit card,No,Yes,2,102.36,7251.23,No
CUST_00446,44,Male,15,Month-to-month,Bank transfer,No,Yes,1,90.94,1305.55,No
CUST_00447,59,Male,65,Two year,Credit card,No,No,1,101.49,6606.97,No
CUST_00448,19,Female,71,Month-to-month,Electronic check,No,Yes,2,67.02,4680.57,No
CUST_00449,43,Female,15,Month-to-month,Credit card,Yes,Yes,1,32.44,488.59,Yes
CUST_00450,34,Male,21,Month-to-month,Mailed check,No,No,1,86.14,1737.8,No
CUST_00451,57,Female,19,Month-to-month,Mailed check,No,Yes,0,39.58,775.08,No
CUST_00452,50,Male,60,Month-to-month,Electronic check,No,No,1,61.92,3668.98,No
CUST_00453,26,Male,33,Month-to-month,Mailed check,No,No,2,26.18,841.39,No
CUST_00454,60,Male,49,One year,Mailed check,No,Yes,1,98.4,4836.3,No
CUST_00455,71,Female,35,Month-to-month,Bank transfer,Yes,No,3,31.96,1079.97,No
CUST_00456,65,Male,44,Month-to-month,Credit card,No,Yes,2,105.79,4651.86,Yes
CUST_00457,56,Male,11,Two year,Electronic check,Yes,Yes,0,102.1,1047.41,Yes
CUST_00458,46,Female,66,Month-to-month,Electronic check,No,Yes,0,64.14,4264.78,No
CUST_00459,59,Female,46,Two year,Electronic check,No,Yes,2,90.71,4260.91,Yes
CUST_00460,72,Female,9,Month-to-month,Electronic check,No,No,3,78.85,849.26,No
CUST_00461,43,Female,3,Two year,Electronic check,Yes,No,0,96.29,293.43,No
CUST_00462,52,Male,26,One year,Mailed check,No,Yes,2,61.02,1625.93,No
CUST_00463,67,Male,48,Two year,Bank transfer,Yes,Yes,2,94.65,4454.17,Yes
CUST_00464,42,Male,66,Two year,Electronic check,No,No,2,63.93,4294.52,No
CUST_00465,41,Male,70,Month-to-month,Bank transfer,Yes,Yes,0,109.39,7696.11,No
CUST_00466,30,Female,28,Two year,Bank transfer,Yes,Yes,2,66.21,1829.68,No
CUST_00467,24,Male,26,Month-to-month,Mailed check,No,Yes,2,63.95,1724.56,No
CUST_00468,74,Male,25,Month-to-month,Electronic check,No,No,0,94.58,2351.78,No
CUST_00469,53,Female,12,Month-to-month,Mailed check,Yes,Yes,0,98.05,1153.7,No
CUST_00470,62,Male,5,Month-to-month,Electronic check,Yes,No,1,72.68,387.17,No
CUST_00471,37,Male,48,Month-to-month,Mailed check,No,No,1,37.08,1726.67,No
CUST_00472,18,Male,37,One year,Bank transfer,No,Yes,1,64.44,2435.36,No
CUST_00473,25,Male,44,Month-to-month,Electronic check,No,Yes,1,111.97,4873.88,No
CUST_00474,63,Male,15,One year,Credit card,Yes,No,2,91.53,1320.45,No
CUST_00475,33,Male,43,Two year,Bank transfer,No,Yes,3,97.06,4128.1,No
CUST_00476,31,Female,48,Month-to-month,Credit card,Yes,No,1,23.12,1147.74,No
CUST_00477,29,Female,70,Month-to-month,Bank transfer,Yes,No,3,64.45,4480.66,No
CUST_00478,68,Male,46,Month-to-month,Mailed check,No,No,2,81.43,3678.38,Yes
CUST_00479,40,Male,43,Month-to-month,Electronic check,No,No,3,98.85,4220.27,No
CUST_00480,32,Female,21,Month-to-month,Bank transfer,Yes,No,2,24.68,516.68,No
CUST_00481,45,Male,23,Month-to-month,Mailed check,Yes,No,4,100.98,2263.49,Yes
CUST_00482,51,Male,47,Month-to-month,Electronic check,Yes,Yes,2,72.1,3331.12,No
CUST_00483,19,Male,15,Two year,Electronic check,No,Yes,1,38.74,686.66,No
CUST_00484,49,Female,25,One year,Bank transfer,No,Yes,1,50.14,1210.47,No
CUST_00485,40,Male,36,Month-to-month,Electronic check,Yes,No,0,46.78,1667.93,No
CUST_00486,39,Female,51,One year,Bank transfer,Yes,Yes,1,70.43,3573.57,No
CUST_00487,68,Male,15,Month-to-month,Electronic check,No,No,1,24.91,352.58,No
CUST_00488,42,Female,68,Month-to-month,Credit card,No,Yes,3,35.06,2415.15,No
CUST_00489,39,Female,21,One year,Mailed check,No,No,1,97.21,2088.82,Yes
CUST_00490,39,Male,13,Month-to-month,Credit card,Yes,Yes,0,32.6,408.5,No
CUST_00491,66,Female,19,Month-to-month,Bank transfer,Yes,No,2,42.17,739.41,No
CUST_00492,69,Male,34,Two year,Credit card,No,Yes,0,63.07,2208.1,No
CUST_00493,59,Female,68,Two year,Bank transfer,No,Yes,0,69.13,4696.07,No
CUST_00494,23,Male,52,One year,Electronic check,Yes,Yes,2,92.54,4898.6,No
CUST_00495,32,Male,27,One year,Electronic check,No,No,2,62.5,1575.22,No
CUST_00496,71,Female,29,One year,Bank transfer,Yes,Yes,1,95.04,2765.93,No
CUST_00497,60,Male,28,Month-to-month,Credit card,No,Yes,1,78.74,2300.65,No
CUST_00498,54,Male,35,Month-to-month,Electronic check,Yes,No,0,30.74,1058.24,No
CUST_00499,50,Female,8,Month-to-month,Mailed check,Yes,No,1,34.85,267.53,Yes
CUST_00500,25,Male,16,Month-to-month,Electronic check,No,No,1,61.52,999.1,No
CUST_00501,70,Male,36,Month-to-month,Mailed check,No,Yes,1,57.7,2049.26,No
CUST_00502,61,Female,30,Month-to-month,Credit card,No,Yes,4,90.64,2703.6,Yes
CUST_00503,61,Female,18,Two year,Mailed check,No,No,2,75.17,1336.17,Yes
CUST_00504,22,Male,2,Two year,Mailed check,Yes,Yes,2,56.87,82.37,No
CUST_00505,56,Male,49,One year,Mailed check,No,No,1,36.22,1836.22,Yes
CUST_00506,21,Female,4,Month-to-month,Mailed check,Yes,Yes,5,41.55,189.25,No
CUST_00507,23,Female,7,Two year,Electronic check,No,Yes,1,74.67,535.22,No
CUST_00508,62,Male,39,Month-to-month,Mailed check,No,Yes,3,60.23,2389.4,Yes
CUST_00509,49,Female,13,One year,Electronic check,No,Yes,1,68.92,882.74,No
CUST_00510,69,Male,31,Month-to-month,Mailed check,Yes,Yes,2,36.21,1083.8,Yes
CUST_00511,47,Male,71,One year,Bank transfer,No,Yes,2,82.98,5861.45,No
CUST_00512,64,Male,63,Month-to-month,Credit card,No,No,0,100.99,6362.46,No
CUST_00513,52,Male,56,Two year,Mailed check,No,Yes,1,44.5,2439.04,No
CUST_00514,72,Male,42,Two year,Bank transfer,Yes,No,3,66.69,2775.97,Yes
CUST_00515,57,Female,61,Month-to-month,Mailed check,Yes,No,2,112.68,6847.67,Yes
CUST_00516,69,Female,42,Month-to-month,Mailed check,No,Yes,2,51.66,2275.95,Yes
CUST_00517,33,Female,56,Two year,Mailed check,No,Yes,2,76.53,4146.99,No
CUST_00518,30,Female,36,Month-to-month,Bank transfer,Yes,No,0,28.57,1019.54,No
CUST_00519,67,Male,68,Two year,Credit card,No,No,4,77.57,5361.04,No
CUST_00520,59,Male,7,One year,Bank transfer,Yes,No,0,28.52,205.73,No
CUST_00521,47,Male,54,Month-to-month,Credit card,No,No,2,111.13,6038.69,No
CUST_00522,36,Male,1,Month-to-month,Mailed check,Yes,No,1,87.99,92.98,No
CUST_00523,34,Female,44,Month-to-month,Electronic check,Yes,Yes,0,94.88,4141.35,No
CUST_00524,73,Male,45,One year,Mailed check,No,Yes,0,86.89,3797.95,No
CUST_00525,36,Male,47,Month-to-month,Credit card,Yes,No,2,76.02,3583.21,No
CUST_00526,45,Female,13,Month-to-month,Bank transfer,No,Yes,2,62.74,776.84,Yes
CUST_00527,72,Female,22,Month-to-month,Mailed check,No,No,0,101.55,2194.08,No
CUST_00528,43,Female,21,One year,Bank transfer,Yes,Yes,0,110.9,2303.95,No
CUST_00529,54,Female,9,Two year,Bank transfer,No,Yes,2,67.41,693.93,No
CUST_00530,43,Male,26,Two year,Bank transfer,No,No,2,108.5,2941.24,No
CUST_00531,70,Male,9,Month-to-month,Mailed check,Yes,Yes,1,75.42,689.64,No
CUST_00532,40,Female,15,Two year,Bank transfer,No,Yes,2,71.15,1044.01,No
CUST_00533,26,Male,10,One year,Bank transfer,No,Yes,1,63.18,572.94,No
CUST_00534,29,Male,42,One year,Mailed check,No,No,3,39.88,1698.39,No
CUST_00535,70,Male,24,Two year,Bank transfer,Yes,Yes,1,20.35,577.55,No
CUST_00536,18,Female,49,Month-to-month,Mailed check,Yes,No,1,42.94,2091.69,No
CUST_00537,18,Male,26,Month-to-month,Credit card,Yes,Yes,6,68.42,1659.97,Yes
CUST_00538,64,Female,37,Two year,Credit card,No,No,1,56.1,2109.2,No
CUST_00539,51,Male,68,Month-to-month,Credit card,No,No,1,62.61,4306.75,Yes
CUST_00540,49,Male,50,Two year,Bank transfer,No,Yes,2,113.16,5578.71,No
CUST_00541,71,Male,24,Two year,Electronic check,Yes,Yes,0,53.28,1287.54,No
CUST_00542,65,Female,19,Month-to-month,Electronic check,Yes,Yes,1,62.96,1218.8,No
CUST_00543,42,Male,60,Two year,Bank transfer,No,No,0,32.68,1957.14,No
CUST_00544,57,Female,39,Month-to-month,Electronic check,No,Yes,0,24.56,918.3,No
CUST_00545,62,Female,18,Month-to-month,Mailed check,Yes,No,1,93.66,1736.68,No
CUST_00546,70,Female,19,One year,Electronic check,No,Yes,3,74.21,1389.82,No
CUST_00547,18,Male,36,Two year,Bank transfer,Yes,Yes,2,92.27,3247.46,No
CUST_00548,33,Male,55,Month-to-month,Bank transfer,No,Yes,0,34.24,1780.73,No
CUST_00549,56,Male,69,Month-to-month,Mailed check,No,Yes,2,74.32,5191.12,No
CUST_00550,22,Male,47,One year,Credit card,Yes,Yes,1,44.1,2103.53,No
CUST_00551,39,Female,49,One year,Bank transfer,Yes,No,3,41.67,2046.23,No
CUST_00552,46,Female,33,One year,Mailed check,No,No,2,21.09,673.96,No
CUST_00553,72,Female,21,Month-to-month,Electronic check,Yes,Yes,1,32.38,653.53,No
CUST_00554,20,Male,22,Month-to-month,Electronic check,No,No,0,49.38,1032.57,No
CUST_00555,29,Female,48,Month-to-month,Mailed check,No,No,3,31.1,1471.23,No
CUST_00556,43,Male,37,Two year,Mailed check,No,No,3,113.66,4099.42,No
CUST_00557,33,Female,15,Month-to-month,Bank transfer,No,Yes,2,49.32,,No
CUST_00558,68,Male,35,Month-to-month,Electronic check,No,Yes,2,32.38,1117.75,No
CUST_00559,54,Male,71,Two year,Mailed check,Yes,Yes,0,38.91,2793.1,No
CUST_00560,39,Female,32,Month-to-month,Electronic check,No,No,0,75.83,2424.56,Yes
CUST_00561,74,Female,11,Two year,Mailed check,No,Yes,1,26.08,326.63,No
CUST_00562,46,Female,10,One year,Electronic check,No,Yes,1,101.93,1086.76,Yes
CUST_00563,31,Female,57,Two year,Credit card,Yes,Yes,1,111.34,6399.29,No
CUST_00564,45,Male,25,Month-to-month,Bank transfer,Yes,Yes,1,43.44,1109.53,No
CUST_00565,22,Female,2,Month-to-month,Electronic check,No,No,2,62.76,,Yes
CUST_00566,64,Female,64,One year,Credit card,Yes,Yes,1,22.1,1365.36,No
CUST_00567,66,Female,35,Two year,Electronic check,No,Yes,2,80.87,2867.45,No
CUST_00568,47,Male,7,One year,Electronic check,No,No,0,59.32,499.23,No
CUST_00569,63,Male,18,Month-to-month,Credit card,No,No,2,45.66,838.99,No
CUST_00570,69,Female,67,One year,Electronic check,No,No,1,39.65,2752.41,No
CUST_00571,22,Male,42,One year,Electronic check,No,No,1,82.13,3373.18,No
CUST_00572,29,Female,39,One year,Bank transfer,No,No,3,59.54,2264.35,No
CUST_00573,33,Male,41,One year,Credit card,Yes,Yes,1,37.07,1562.63,No
CUST_00574,43,Male,24,Two year,Credit card,No,Yes,2,85.47,2064.49,No
CUST_00575,43,Male,60,One year,Mailed check,No,No,0,73.68,4486.49,No
CUST_00576,65,Male,46,Month-to-month,Electronic check,No,No,1,101.57,4671.45,No
CUST_00577,38,Female,19,Month-to-month,Bank transfer,No,No,1,31.16,548.64,Yes
CUST_00578,56,Female,68,Month-to-month,Electronic check,Yes,Yes,1,94.64,6424.84,No
CUST_00579,53,Female,42,Month-to-month,Electronic check,No,Yes,2,83.98,3450.53,No
CUST_00580,50,Male,32,Month-to-month,Mailed check,No,Yes,1,30.93,933.33,No
CUST_00581,47,Female,39,Month-to-month,Electronic check,Yes,Yes,2,86.01,3403.01,No
CUST_00582,54,Female,36,Month-to-month,Bank transfer,No,Yes,2,61.95,2273.84,No
CUST_00583,40,Female,36,Month-to-month,Bank transfer,No,No,2,109.77,3969.87,No
CUST_00584,27,Male,3,Two year,Mailed check,No,Yes,1,33.45,33.45,No
CUST_00585,71,Male,8,Two year,Electronic check,No,Yes,1,81.07,630.64,Yes
CUST_00586,22,Male,70,Month-to-month,Bank transfer,No,Yes,0,56.29,3879.05,No
CUST_00587,53,Female,41,Two year,Electronic check,Yes,No,1,110.9,4605.73,No
CUST_00588,51,Female,68,Month-to-month,Electronic check,No,Yes,0,51.35,3462.61,No
CUST_00589,69,Female,13,Month-to-month,Electronic check,Yes,Yes,1,111.41,1394.04,No
CUST_00590,48,Male,49,Month-to-month,Mailed check,No,Yes,2,105.64,5177.85,Yes
CUST_00591,27,Male,60,Month-to-month,Electronic check,No,Yes,1,45.69,2709.39,No
CUST_00592,36,Female,2,One year,Bank transfer,Yes,No,0,96.34,266.87,No
CUST_00593,49,Male,60,One year,Electronic check,Yes,No,1,114.58,6838.06,Yes
CUST_00594,18,Male,5,Month-to-month,Bank transfer,No,Yes,2,44.0,150.04,Yes
CUST_00595,73,Male,44,Month-to-month,Electronic check,Yes,Yes,2,61.49,2597.91,Yes
CUST_00596,22,Male,27,Month-to-month,Bank transfer,No,No,0,69.42,1872.8,No
CUST_00597,62,Female,32,Month-to-month,Bank transfer,Yes,Yes,2,48.02,1508.54,No
CUST_00598,21,Male,21,Month-to-month,Electronic check,Yes,Yes,2,21.45,379.0,No
CUST_00599,33,Male,8,Month-to-month,Electronic check,No,Yes,1,40.91,386.74,No
CUST_00600,41,Male,50,Two year,Bank transfer,No,No,0,46.78,2372.36,No
CUST_00601,33,Male,67,Two year,Credit card,No,Yes,1,62.14,4161.97,No
CUST_00602,72,Female,44,Month-to-month,Mailed check,Yes,Yes,2,36.25,1663.22,No
CUST_00603,19,Female,58,Two year,Credit card,No,No,2,102.96,6004.81,No
CUST_00604,66,Male,3,Month-to-month,Credit card,No,Yes,3,86.97,219.77,Yes
CUST_00605,45,Male,70,Month-to-month,Electronic check,No,Yes,2,28.09,1914.34,No
CUST_00606,49,Male,2,Month-to-month,Mailed check,No,No,1,81.76,204.42,Yes
CUST_00607,44,Male,44,One year,Credit card,No,Yes,0,82.1,3632.22,Yes
CUST_00608,37,Male,2,Two year,Electronic check,No,No,2,110.84,230.17,No
CUST_00609,41,Male,35,One year,Credit card,Yes,Yes,0,20.29,,No
CUST_00610,29,Female,30,Month-to-month,Credit card,No,Yes,2,43.55,1336.9,No
CUST_00611,67,Male,8,One year,Electronic check,Yes,Yes,4,108.14,827.35,Yes
CUST_00612,52,Female,22,Month-to-month,Electronic check,No,Yes,2,108.55,2383.0,No
CUST_00613,50,Female,44,Two year,Electronic check,Yes,Yes,0,88.46,3964.59,No
CUST_00614,50,Male,58,Month-to-month,Mailed check,No,No,2,92.75,5346.46,No
CUST_00615,68,Female,36,Month-to-month,Credit card,No,Yes,1,28.69,954.19,No
CUST_00616,60,Female,69,One year,Electronic check,Yes,Yes,1,68.82,4695.95,No
CUST_00617,54,Female,31,One year,Bank transfer,Yes,Yes,2,42.0,1351.71,No
CUST_00618,29,Female,47,Month-to-month,Credit card,Yes,No,3,37.22,1762.08,No
CUST_00619,20,Female,55,One year,Bank transfer,No,Yes,0,96.98,5327.46,No
CUST_00620,18,Female,62,Month-to-month,Mailed check,No,Yes,4,32.83,2010.01,Yes
CUST_00621,50,Male,30,One year,Electronic check,Yes,Yes,1,64.52,1959.87,No
CUST_00622,57,Female,55,Two year,Bank transfer,No,Yes,0,109.16,5961.34,No
CUST_00623,27,Female,16,Two year,Mailed check,Yes,Yes,0,37.65,617.68,No
CUST_00624,60,Female,12,One year,Electronic check,No,No,2,112.91,1318.36,Yes
